lemma,A1,A2,A3,A4,A1&A2,State,Polarity,Effect
побивать,(NOUN Case=Nom),(NOUN Case=Acc),,,,"(A2, neg, 1)","['(A1, A2, neg, 1)', '(A2, A1, neg, 1)', '(author, A1, neg, 0.7)']","(A2, -, 1)"
побить,(NOUN Case=Nom),(NOUN Case=Acc),,,,"(A2, neg, 1)","['(A1, A2, neg, 1)', '(A2, A1, neg, 1)', '(author, A1, neg, 0.7)']","(A2, -, 1)"
побороться,"['(NOUN Case=Nom)', 'A2: (NOUN Case=Nom и NOUN Case=Nom) (NOUN Case=Nom Plural)']",(NOUN Case=Ins),(NOUN Case=Acc),,,"['(A1, neg, 0.7)', '(A2, neg, 0.7)']","['(A1, A2, neg, 1)', '(A1, A3, pos, 1)', '(A2, A1, neg, 1)', '(A2, A3, pos, 1)']","['(A1, -, 0.7)', '(A2, -, 0.7)']"
побудить,(NOUN Case=Nom),(NOUN Case=Acc),(NOUN Case=Dat) (N Inf),,,,"['(A1, A2, pos, 0.7)', '(A1, A3, pos, 1)']","['(A1, +, 1)', '(A3, +, 1)']"
побуждать,(NOUN Case=Nom),(NOUN Case=Acc),(NOUN Case=Dat) (N Inf),,,,"['(A1, A2, pos, 0.7)', '(A1, A3, pos, 1)']","['(A1, +, 1)', '(A3, +, 1)']"
побуждение,(NOUN Case=Gen) (PRON Poss=Yes/ADJ),(NOUN Case=Dat) (N Inf),,,,,"(A1, A2, pos, 1)","['(A1, +, 1)', '(A2, +, 1)']"
повезти,(NOUN Case=Dat),(NOUN Case=Loc) (NOUN Case=Ins),,,,"(A1, pos, 1)","['(A1, A2, pos, 1)', '(author, A1, neg, 0.7)', '(author, A2, pos, 1)']",
повергать,(NOUN Case=Nom),(NOUN Case=Acc),(NOUN Case=Acc),,,"['(A1, pos, 0.7)', '(A2, neg, 0.7)']","['(A1, A2, neg, 0.7)', '(A1, A3, neg, 0.7)', '(A2, A1, neg, 0.7)', '(A2, A3, neg, 0.7)']","['(A1, +, 1)', '(A2, -, 0.7)', '(A3, +, 1)']"
повергнуть,(NOUN Case=Nom),(NOUN Case=Acc),(NOUN Case=Acc),,,"['(A1, pos, 0.7)', '(A2, neg, 0.7)']","['(A1, A2, neg, 0.7)', '(A1, A3, neg, 0.7)', '(A2, A1, neg, 0.7)', '(A2, A3, neg, 0.7)']","['(A1, +, 1)', '(A2, -, 0.7)', '(A3, +, 1)']"
поверить,(NOUN Case=Nom),(NOUN Case=Dat),(NOUN Case=Acc) (Что+Clause),,,"['(A1, pos, 1)', '(A2, pos, 1)', '(A3, pos, 1)']","['(A1, A2, pos, 1)', '(A1, A3, pos, 1)']","['(A2, +, 1)', '(A3, +, 1)']"
повозмущаться,(NOUN Case=Nom),(NOUN Case=Gen) (NOUN Case=Gen),,,,"(A1, neg, 1)","(A1, A2, neg, 1)","(A1, -, 1)"
поволноваться,(NOUN Case=Nom),(NOUN Case=Acc),(Что+Clause),,,"(A1, neg, 1)","['(A1, A2, pos, 0.7)', '(A1, A3, neg, 1)']",
поворовать,(NOUN Case=Nom),(NOUN Case=Acc),(NOUN Case=Gen),,,"['(A1, pos, 1)', '(A3, neg, 1)']","['(A1, A2, pos, 1)', '(A1, A3, neg, 1)', '(A3, A1, neg, 1)', '(A3, A2, pos, 1)', '(author, A1, neg, 0.7)', '(author, A2, pos, 0.7)', '(author, A3, pos, 0.7)']","['(A1, +, 1)', '(A3, -, 1)']"
повредить,(N Noun),(NOUN Case=Dat),,,,"(A2, neg, 1)","['(A1, A2, neg, 1)', '(A2, A1, neg, 1)']","(A2, -, 1)"
повреждение,(NOUN Case=Gen) (PRON Poss=Yes/ADJ),(NOUN Case=Ins),,,,,"(A2, A1, neg, 1)","(A1, neg, 1)"
погибать,(NOUN Case=Nom),(NOUN Case=Gen) (NOUN Case=Gen),,,,"(A1, neg, 1)","['(A1, A2, neg, 1)', '(A2, A1, neg, 1)', '(author, A1, pos, 0.7)', '(author, A2, neg, 1)']","(A1, -, 1)"
погибнуть,(NOUN Case=Nom),(NOUN Case=Gen) (NOUN Case=Gen),,,,"(A1, neg, 1)","['(A1, A2, neg, 1)', '(A2, A1, neg, 1)', '(author, A1, pos, 0.7)', '(author, A2, neg, 1)']","(A1, -, 1)"
пограбить,(NOUN Case=Nom),(NOUN Case=Acc),,,,,"['(A1, A2, neg, 1)', '(author, A1, neg, 1)', '(author, A2, pos, 0.7)']","(A2, -, 1)"
погубить,(NOUN Case=Nom),(NOUN Case=Acc),,,,"(A2, neg, 1)","['(A1, A2, neg, 1)', '(A2, A1, neg, 0.7)', '(author, A1, neg, 0.7)', '(author, A2, pos, 0.7)']","(A2, -, 1)"
подавить,(NOUN Case=Nom),(NOUN Case=Acc),,,,"(A2, neg, 1)","['(A2, A1, neg, 1)', '(author, A1, neg, 1)', '(author, A2, pos, 0.7)']","(A2, -, 1)"
подавление,(NOUN Case=Gen) (PRON Poss=Yes/ADJ) (NOUN Case=Ins),(NOUN Case=Gen) (PRON Poss=Yes/ADJ),,,,,"(A1, A2, neg, 1)","(A2, -, 1)"
подавленность,(NOUN Case=Gen) (PRON Poss=Yes/ADJ),(NOUN Case=Ins),,,,"(A1, neg, 1)","['(A1, A2, neg, 1)', '(author, A1, pos, 0.7)', '(author, A2, neg, 1)']","(A1, -, 1)"
подавлять,(NOUN Case=Nom),(NOUN Case=Acc),,,,"(A2, neg, 1)","['(A2, A1, neg, 1)', '(author, A1, neg, 1)', '(author, A2, pos, 0.7)']","(A2, -, 1)"
подарить,(NOUN Case=Nom),(NOUN Case=Dat),(NOUN Case=Acc),,,"(A2, pos, 1)","['(A1, A2, pos, 1)', '(A1, A3, pos, 1)', '(A2, A1, pos, 1)', '(A2, A3, pos, 1)']","(A2, +, 1)"
подарок,(NOUN Case=Gen) (PRON Poss=Yes/ADJ),(NOUN Case=Dat),,,,"(A2, pos, 1)","['(A1, A2, pos, 1)', '(A1, A0, pos, 1)', '(A2, A1, pos, 1)', '(A2, A0, pos, 1)']","(A2, +, 1)"
подвести,(NOUN Case=Nom),(NOUN Case=Acc),,,,"['(A1, neg, 0.7)', '(A2, neg, 1)']","['(A2, A1, neg, 1)', '(author, A1, neg, 1)', '(author, A2, pos, 1)']","(A2, -, 1)"
подворовывать,(NOUN Case=Nom),(NOUN Case=Acc),(NOUN Case=Gen),,,"['(A1, pos, 1)', '(A3, neg, 1)']","['(A1, A2, pos, 1)', '(A1, A3, neg, 1)', '(A3, A1, neg, 1)', '(A3, A2, pos, 1)', '(author, A1, neg, 0.7)', '(author, A2, pos, 0.7)', '(author, A3, pos, 0.7)']","['(A1, +, 1)', '(A3, -, 1)']"
поддержка,(NOUN Case=Gen) (PRON Poss=Yes/ADJ) (NOUN Case=Ins),(NOUN Case=Gen) (PRON Poss=Yes/ADJ),(NOUN Case=Loc),,,"['(A1, pos, 1)', '(A2, pos, 1)']","['(A1, A2, pos, 1)', '(A1, A3, pos, 1)', '(A2, A1, pos, 1)', '(A2, A3, pos, 1)', '(author, A2, pos, 0.7) ', '(author, A1, pos, 0.7) ', '(author, A3, pos, 0.7)']","['(A2, +. 1)', '(A3, +, 1)']"
поддразнивать,(NOUN Case=Nom),(NOUN Case=Acc),(NOUN Case=Ins),,,"(A2, neg, 1)","['(A1, A2, neg, 0.7)', '(A1, A3, neg, 1)', '(A2, A1, neg, 1)', '(A2, A3, neg, 1)', '(author, A1, neg, 0.7)', '(author, A2, pos, 0.7)', '(author, A3, neg, 1)']","(A2, -, 1)"
поддразнить,(NOUN Case=Nom),(NOUN Case=Acc),(NOUN Case=Ins),,,"(A2, neg, 1)","['(A1, A2, neg, 0.7)', '(A1, A3, neg, 1)', '(A2, A1, neg, 1)', '(A2, A3, neg, 1)', '(author, A1, neg, 0.7)', '(author, A2, pos, 0.7)', '(author, A3, neg, 1)']","(A2, -, 1)"
поджигатель,(NOUN Case=Gen) (PRON Poss=Yes/ADJ),,,,,,"['(A0, A1, neg, 1)', '(author, A0, neg, 1)']","(A1, -, 1)"
поджигательница,(NOUN Case=Gen) (PRON Poss=Yes/ADJ),,,,,,"['(A0, A1, neg, 1)', '(author, A0, neg, 1)']","(A1, -, 1)"
поджог,(NOUN Case=Gen) (PRON Poss=Yes/ADJ) (NOUN Case=Ins),(NOUN Case=Gen) (PRON Poss=Yes/ADJ),,,,,"['(A1, A2, neg, 1)', '(author, A1, neg, 1)']","(A2, -, 1)"
подобать,(NOUN Case=Dat),(NOUN Case=Nom) (N Inf) (Чтобы+Clause),,,,,"(author, A2, pos, 1)","(A2, +, 1)"
подозревать,(NOUN Case=Nom),(NOUN Case=Acc),"(N, Case=Loc) (Что+Clause)",,,"['(A1, neg, 1)', '(A2, neg, 1)']","['(A1, A2, neg, 1)', '(A1, A3, neg, 1)', '(A2, A3, neg, 1)', '(A2, A3, neg, 1)', '(author, A3, neg, 1)']","(A2, -, 1)"
подозрение,(NOUN Case=Gen) (PRON Poss=Yes/ADJ),(NOUN Case=Loc) (NOUN Case=Gen) (NOUN Case=Gen) (NOUN Case=Gen),,,,"['(A1, neg, 1)', '(A2, neg, 1)']","['(A1, A2, neg, 1)', '(A2, A1, neg, 1)', '(author, A2, neg, 0.7)']","(A2, -, 1)"
подойти,(NOUN Case=Nom),(NOUN Case=Dat),,,,"(A2, pos, 1)","(A2, A1, pos, 1)","(A1, +, 1)"
подорвать,(NOUN Case=Nom),(NOUN Case=Acc),,,,,"['(A1, A2, neg, 1)', '(author, A1, neg, 0.7)']","(A2, -, 1)"
подорожание,(NOUN Case=Gen) (PRON Poss=Yes/ADJ),,,,,,"(author, A1, neg,, 0.7)","(A1, +, 1)"
подорожать,(NOUN Case=Nom),,,,,,"(author, A1, neg, 0.7)","(A1, +, 1)"
подосадовать,(NOUN Case=Nom),(NOUN Case=Acc) (Что+Clause),,,,"(A1, neg, 1)","(A1, A2, neg, 1)","(A1, -, 1)"
подпортить,(NOUN Case=Nom),(NOUN Case=Acc),,,,"(A2, neg, 1)","['(A1, A2, neg, 1)', '(A2, A1, neg, 0.7)', '(author, A1, neg, 0.7)', '(author, A2, neg, 0.7)']","(A2, -, 1)"
подразнить,(NOUN Case=Nom),(NOUN Case=Acc),(NOUN Case=Ins),,,"(A2, neg, 1)","['(A1, A2, neg, 1)', '(A1, A3, neg, 1)', '(A2, A1, neg, 1)', '(A2, A3, neg, 1)', '(author, A1, neg, 1)', '(author, A2, pos, 0.7)', '(author, A3, neg, 1)']","(A2, -, 1)"
подраться,(NOUN Case=Nom),(NOUN Case=Ins),,,(NOUN Case=Nom и NOUN Case=Nom),"['(A1, neg, 1)', '(A2, nge, 1)']","['(A1, A2, neg, 1)', '(A2, A1, neg, 1)', '(author, A1, neg, 1)', '(author, A2, neg, 1) ']","['(A1, -, 1)', '(A2, -, 1)']"
подружиться,"['(NOUN Case=Nom) ', 'A2: (NOUN Case=Nom и NOUN Case=Nom) (NOUN Case=Nom Plural) ']",(NOUN Case=Ins) ,,,,"['(A1, pos, 1) ', '(A2, pos, 1) ']","['(A1, A2, pos, 1) ', '(A2, A1, pos, 1) ', '(author, A1, pos, 0.7) ', '(author, A2, pos, 0.7) ']","['(A1, +, 1) ', '(A2, +, !) ']"
подрыв,(NOUN Case=Gen) (PRON Poss=Yes/ADJ) (NOUN Case=Ins),NOUN Case=Gen) (PRON Poss=Yes/ADJ),,,,,"['(A1, A2, neg, 1)', '(author, A1, neg, 0.7)']","(A2, -, 1)"
подрывать,(NOUN Case=Nom),(NOUN Case=Acc),,,,,"['(A1, A2, neg, 1)', '(author, A1, neg, 0.7)']","(A2, -, 1)"
подсовывание,(NOUN Case=Ins),(NOUN Case=Dat),(NOUN Case=Gen) (PRON Poss=Yes/ADJ),,,"(A2, neg, 1)","['(A1, A2, neg, 1)', '(A2, A1, neg, 0.7)', '(author, A1, neg, 1)', '(author, A2, pos, 0.7)', '(author, A3, neg, 1)']","(A2, -, 0.7)"
подсовывать,(NOUN Case=Nom),(NOUN Case=Dat),(NOUN Case=Acc),,,"(A2, neg, 1)","['(A1, A2, neg, 1)', '(A2, A1, neg, 0.7)', '(author, A1, neg, 1)', '(author, A2, pos, 0.7)', '(author, A3, neg, 1)']","(A2, -, 0.7)"
подставить,(NOUN Case=Nom),(NOUN Case=Acc),,,,,"['(A1, A2, neg, 1)', '(A2, A1, neg, 0.7)', '(author, A1, neg, 1)', '(author, A2, pos, 0.7)']","(A2, -, 1)"
подставлять,(NOUN Case=Nom),(NOUN Case=Acc),,,,,"['(A1, A2, neg, 1)', '(A2, A1, neg, 0.7)', '(author, A1, neg, 1)', '(author, A2, pos, 0.7)']","(A2, -, 1)"
подсунуть,(NOUN Case=Nom),(NOUN Case=Dat),(NOUN Case=Acc),,,"(A2, neg, 1)","['(A1, A2, neg, 1)', '(A2, A1, neg, 0.7)', '(author, A1, neg, 1)', '(author, A2, pos, 0.7)', '(author, A3, neg, 1)']","(A2, -, 0.7)"
подтопление,(NOUN Case=Gen) (PRON Poss=Yes/ADJ) (NOUN Case=Ins),(NOUN Case=Gen) (PRON Poss=Yes/ADJ),,,,"(A2, neg, 1)","['(A1, A2, neg, 1)', '(author, A1, neg, 0.7)', '(author, A2, pos, 0.7)']","(A2, -, 1)"
подустать,(NOUN Case=Nom),(NOUN Case=Gen) (NOUN Case=Gen) (NOUN Case=Gen) (VERB VerbForm=Inf),,,,"(A1, neg, 0.7)","(A1, A2, neg, 0.7)","(A1, -, 0.7)"
подходить,(NOUN Case=Nom),(NOUN Case=Dat),,,,"(A2, pos, 1)","(A2, A1, pos, 1)","(A1, +, 1)"
подыграть,(NOUN Case=Nom),(NOUN Case=Dat),(NOUN Case=Loc),,,"(A2, pos, 1)","['(A1, A2, pos, 1)', '(A1, A3, pos, 1)', '(A2, A1, pos, 0.7)', '(A2, A3, pos, 1)', '(author, A1, neg, 0.7)', '(author, A2, neg, 0.7)', '(author, A3, neg, 0.7)']","['(A2, +, 1)', '(A3, +, 1)']"
подыгрывание,(NOUN Case=Gen) (PRON Poss=Yes/ADJ),(NOUN Case=Dat),(NOUN Case=Loc),,,"(A2, pos, 1)","['(A1, A2, pos, 1)', '(A1, A3, pos, 1)', '(A2, A1, pos, 0.7)', '(A2, A3, pos, 1)', '(author, A1, neg, 0.7)', '(author, A2, neg, 0.7)', '(author, A3, neg, 0.7)']","['(A2, +, 1)', '(A3, +, 1)']"
подыгрывать,(NOUN Case=Nom),(NOUN Case=Dat),(NOUN Case=Loc),,,"(A2, pos, 1)","['(A1, A2, pos, 1)', '(A1, A3, pos, 1)', '(A2, A1, pos, 0.7)', '(A2, A3, pos, 1)', '(author, A1, neg, 0.7)', '(author, A2, neg, 0.7)', '(author, A3, neg, 0.7)']","['(A2, +, 1)', '(A3, +, 1)']"
пожалеть,(NOUN Case=Nom),(NOUN Case=Acc),,,,"(A2, +, 1)","(A1, A2, pos, 1)","(A2, +, 1)"
пожаловаться,(NOUN Case=Nom),(NOUN Case=Dat),(NOUN Case=Acc) (Что+Clause),,,"(A1, neg, 1)","['(A1, A2, pos, 0.7)', '(A1, A3, neg, 1)']",
позавидовать,(NOUN Case=Nom),(NOUN Case=Dat),(Что+Clause) (NOUN Case=Gen),,,"(A1, neg, 1)","['(A1, A2, neg, 1)', '(A1, A3, pos, 1)', '(A2, A1, neg, 1)', '(A2, A3, pos, 1)', '(author, A1, neg, 0.7)', '(author, A2, pos, 0.7)', '(author, A3, pos, 1)']","['(A1, -, 1)', '(A2, -, 0.7)']"
позволение,(NOUN Case=Gen) (PRON Poss=Yes/ADJ),(NOUN Case=Dat),(NOUN Case=Gen) (PRON Poss=Yes/ADJ) (VERB VerbForm=Inf) (Чтобы+Clause),,,"(A2, pos, 1)","['(A1, A2, pos, 0.7)', '(A1, A3, pos, 0.7)', '(A2, A1, pos, 0.7)', '(A2, A3, pos, 1)']","['(A2, +, 1)', '(A3, +, 1)']"
позволить,(NOUN Case=Nom),(NOUN Case=Dat),(NOUN Case=Acc) (VERB VerbForm=Inf) (Чтобы+Clause),,,"(A2, pos, 1)","['(A1, A2, pos, 0.7)', '(A1, A3, pos, 0.7)', '(A2, A1, pos, 0.7)', '(A2, A3, pos, 1)']","['(A2, +, 1)', '(A3, +, 1)']"
позволять,(NOUN Case=Nom),(NOUN Case=Dat),(NOUN Case=Acc) (VERB VerbForm=Inf) (Чтобы+Clause),,,"(A2, pos, 1)","['(A1, A2, pos, 0.7)', '(A1, A3, pos, 0.7)', '(A2, A1, pos, 0.7)', '(A2, A3, pos, 1)']","['(A2, +, 1)', '(A3, +, 1)']"
позволяться,(NOUN Case=Dat),(NOUN Case=Nom) (VERB VerbForm=Inf) (Чтобы+Clause),,,,"(A2, pos, 1)","(A1, A2, pos, 1)","['(A1, +, 1)', '(A2, +, 1)']"
поздравить,(NOUN Case=Nom),(NOUN Case=Acc),(NOUN Case=Ins),,,"(A2, pos, 1)","['(A1, A2, pos, 1)', '(A1, A3, pos, 1)', '(A2, A1, pos, 1)', '(A2, A3, pos, 1)']","(A2, +, 1)"
поздравление,(NOUN Case=Gen) (PRON Poss=Yes/ADJ),(NOUN Case=Dat),(NOUN Case=Ins),,,"(A2, pos, 1)","['(A1, A2, pos, 1)', '(A1, A3, pos, 1)', '(A2, A1, pos, 1)', '(A2, A3, pos, 1)']","(A2, +, 1)"
поздравлять,(NOUN Case=Nom),(NOUN Case=Acc),(NOUN Case=Ins),,,"(A2, pos, 1)","['(A1, A2, pos, 1)', '(A1, A3, pos, 1)', '(A2, A1, pos, 1)', '(A2, A3, pos, 1)']","(A2, +, 1)"
поиздеваться,(NOUN Case=Nom),(NOUN Case=Ins),,,,"(A2, neg, 1)","['(A1, A2, neg, 1)', '(A2, A1, neg, 1)', '(author, A1, neg, 0.7)', '(author, A2, pos, 0.7)']","(A2, -, 1)"
поизноситься,(NOUN Case=Nom),,,,,"(A1, neg, 1)","(author, A1, neg, 0.7)","(A1, -, 1)"
поймать,(NOUN Case=Nom),(NOUN Case=Acc),,,,"['(A1, pos, 1)', '(A2, neg, 1)']","['(A1, A2, neg, 0.7)', '(A2, A1, neg, 0.7)']","['(A1, +, 1)', '(A2, -, 1)']"
покарать,(NOUN Case=Nom),(NOUN Case=Acc),(NOUN Case=Acc),,,"(A2, neg, 1)","['(A1, A2, neg, 1)', '(A1, A3, neg, 1)', '(A2, A1, neg, 1)', '(author, A1, pos, 0.7)', '(author, A2, neg, 0.7)', '(author, A3, neg, 0.7)']","(A2, -, 1)"
покровительство,(NOUN Case=Gen) (PRON Poss=Yes/ADJ),(NOUN Case=Dat) (NOUN Case=Ins),(NOUN Case=Loc),,,"['(A1, pos, 0.7)', '(A2, pos, 1)']","['(A1, A2, pos, 1)', '(A1, A3, pos, 1)', '(A2, A1, pos, 1)', '(A2, A3, pos, 1)', '(author, A1, pos, 0.7)', '(author, A2, pos, 0.7)', '(author, A3, pos, 0.7)']","['(A2, +, 1)', '(A3, +, 1)']"
покровительствовать,(NOUN Case=Nom),(NOUN Case=Dat) (NOUN Case=Ins),(NOUN Case=Loc),,,"['(A1, pos, 0.7)', '(A2, pos, 1)']","['(A1, A2, pos, 1)', '(A1, A3, pos, 1)', '(A2, A1, pos, 1)', '(A2, A3, pos, 1)', '(author, A1, pos, 0.7)', '(author, A2, pos, 0.7)', '(author, A3, pos, 0.7)']","['(A2, +, 1)', '(A3, +, 1)']"
покушение,(NOUN Case=Gen) (PRON Poss=Yes/ADJ),(NOUN Case=Acc),,,,"(A2, neg, 1)","['(A1, A2, neg, 1)', '(A2, A1, neg, 1)', '(author, A1, neg, 0.7)', '(author, A2, pos, 0.7)']","(A2, -, 1)"
полемизировать,"['(NOUN Case=Nom)', 'A2: (NOUN Case=Nom и NOUN Case=Nom) (NOUN Case=Nom Plural)']",(NOUN Case=Ins),(N Case=Loc) (NOUN Case=Gen),,,"['(A1, neg, 0.7)', '(A2, neg, 0.7)']","['(A1, A2, neg, 0,7)', '(A1, A3, pos, 0.7)', '(A2, A1, neg, 0.7)', '(A2, A3, pos, 0.7)']","['(A1, -, 0.7)', '(A2, -, 0.7)', '(A3, +, 1)']"
полемика,"['(NOUN Case=Gen) (PRON Poss=Yes/ADJ)', 'A2: (NOUN Case=Gen и Case=Gen) (NOUN Case=Gen Plural)']",(NOUN Case=Ins),(N Case=Loc) (NOUN Case=Gen),,,"['(A1, neg, 0.7)', '(A2, neg, 0.7)']","['(A1, A2, neg, 0,7)', '(A1, A3, pos, 0.7)', '(A2, A1, neg, 0.7)', '(A2, A3, pos, 0.7)']","['(A1, -, 0.7)', '(A2, -, 0.7)', '(A3, +, 1)']"
полениться,(NOUN Case=Nom),(VERB VerbForm=Inf),,,,,"['(A1, A2, neg, 1)', '(author, A1, neg, 1)']","(A2, -, 1)"
полидировать,(NOUN Case=Nom)	,(NOUN Case=Loc),,,,"(A1, pos, 1)","(A1, A2, pos, 0.7)","(A1, +, 1)"
поломать,(NOUN Case=Nom),(NOUN Case=Acc),,,,"(A2, neg, 1)","['(A1, A2, neg, 1)', '(A2, A1, neg, 1)', '(author, A1, neg, 0.7)', '(author, A2, pos, 0.7)']","(A2, -, 1)"
польза,(NOUN Case=Gen) (PRON Poss=Yes/ADJ) (NOUN Case=Gen),(NOUN Case=Dat),,,,"(A2, pos, 1)","['(A2, A1, pos, 1)', '(A1, pos, 0.7)']","(A2, +, 1)"
помешать,(N	Case=Nom) ,(N	Case=Dat) ,"(N	Case=Loc), (VERB VerbForm=Inf) ",,,"(A2,neg, 1) ","['(A1, A2, neg, 1) ', '(A1, A3, neg, 1) ', '(A2, A1, neg, 1) ', '(A2, A3, pos, 1) ', '(author, A2, neg, 0.7) ', '(author, A1, pos, 0.7) ', '(author, A3, pos, 0.7) ']","['(A3,-,1) ', '(A2,-,1) ']"
помилование,(NOUN Case=Gen) (PRON Poss=Yes/ADJ) (NOUN Case=Ins),(NOUN Case=Gen) (PRON Poss=Yes/ADJ),(NOUN Case=Acc),,,"(A2, pos, 1)","['(A1, A2, pos, 1)', '(A1, A3, neg, 1)', '(A2, A1, pos, 1)']","(A2, +, 1)"
помиловать,(NOUN Case=Nom),(NOUN Case=Acc),(NOUN Case=Acc),,,"(A2, pos, 1)","['(A1, A2, pos, 1)', '(A1, A3, neg, 1)', '(A2, A1, pos, 1)']","(A2, +, 1)"
помогать,(N	Case=Nom) ,(N	Case=Dat) ,"(N	Case=Loc), (VERB VerbForm=Inf) ",,,"['(A1,pos, 1) ', '(A2,pos, 1) ']","['(A1, A2, pos, 1) ', '(A1, A3, pos, 1) 0.7', '(A2, A1, pos, 1) ', '(A2, A3, pos, 1) 0.7', '(author, A2, pos, 0.7) ', '(author, A1, pos, 0.7) ', '(author, A3, pos, 0.7) ']","['(A3,+,1) ', '(A2,+,1) ']"
помочь,(N	Case=Nom) ,(N	Case=Dat) ,"(N	Case=Loc), (V	inf) ",,,"['(A1,pos, 1) ', '(A2,pos, 1) ']","['(A1, A2, pos, 1) ', '(A1, A3, pos, 1) ', '(A2, A1, pos, 1) ', '(A2, A3, pos, 1) ', '(author, A2, pos, 0.7) ', '(author, A1, pos, 0.7) ', '(author, A3, pos, 0.7) ']","['(A3,+,1) ', '(A2,+,1) ']"
помощник,(NOUN Case=Gen) (PRON Poss=Yes/ADJ),(NOUN Case=Loc) (NOUN Case=Ins),,,,"(A1, pos, 1)","['(A0, A1, pos, 1)', '(A0, A2, pos, 1)', '(A1, A0, pos, 1)', '(A1, A1, pos, 1)', '(author, A0, pos, 0.7)', '(author, A1, pos, 0.7)', '(author, A2, pos, 0.7)']","['(A1, +, 1)', '(A2, +, 1)']"
помощь,(N	Case=Gen) (PRON Poss=Yes/ADJ) ,(N	Case=Dat) ,(N	Case=Loc),,,"['(A1,pos, 1) ', '(A2,pos, 1) ']","['(A1, A2, pos, 1) ', '(A1, A3, pos, 0.7) ', '(A2, A1, pos, 1) ', '(A2, A3, pos, 0.7) ', '(author, A2, pos, 0.7) ', '(author, A1, pos, 0.7) ', '(author, A3, pos, 0.7) ']","['(A3,+,1) ', '(A2,+,1) ']"
помучить,(NOUN Case=Nom),(NOUN Case=Acc),,,,"(A2, neg, 1)","['(A1, A2, neg, 1)', '(A2, A1, neg, 1)', '(author, A1, neg, 1)', '(author, A2, pos, 0.7)']","(A2, -, 1)"
помучиться,(NOUN Case=Nom),(NOUN Case=Ins) (NOUN Case=Gen) (NOUN Case=Gen) (NOUN Case=Ins),,,,"(A1, neg, 1)","['(A1, A2, neg, 1)', '(author, A1, pos, 0.7)', '(author, A2, neg, 1)']",
понаслаждаться,(NOUN Case=Nom),(NOUN Case=Ins) (NOUN Case=Gen),,,,"(A1, pos, 1)","['(A1, A2, pos, 1)', '(author, A1, pos, 0.7)', '(author, A2, pos, 0.7)']","(A1, +, 1)"
понимание,"['(NOUN Case=Gen) (PRON Poss=Yes/ADJ) (NOUN Case=Ins)', 'A2 (NOUN Case=Ins и Case=Ins)']",(NOUN Case=Gen) (PRON Poss=Yes/ADJ),,,,"(A1, pos, 1)","['(A1, A2, pos, 1)', '(A2, A1, pos, 1)', '(author, A1, pos, 0.7)']","(A2, +, 1)"
понимать,(NOUN Case=Nom),"(NOUN Case=Acc), (Что+Clause) (IndirQuestionClause)",,,,"(A1, pos, 1)","['(A1, A2, pos, 0.7)', '(author, A1, pos, 0.7)']","(A2, +, 1)"
понравиться,(NOUN Case=Nom) (Что+Clause),(NOUN Case=Dat) ,,,,"['(A1, pos, 1)', '(A2, pos, 1)']","(A2, A1, pos, 1)","(A1, pos, 1)"
понять,(NOUN Case=Nom),(NOUN Case=Acc) (Что+Clause),,,,"(A1, pos, 1)","['(A1, A2, pos, 0.7)', '(author, A1, pos, 0.7)']","(A2, pos, 0.7)"
пообещать,(NOUN Case=Nom),(NOUN Case=Dat),(NOUN Case=Acc) (VERB VerbForm=Inf) (Что+Clause),,,,"['(A1, A2, pos, 1)', '(A1, A3, pos, 1)']","['(A2, +, 0.7)', '(A3, +, 0.7)']"
пообщаться,"['(NOUN Case=Nom)', 'A2: (NOUN Case=Nom и NOUN Case=Nom) (NOUN Case=Nom Plural)']",(NOUN Case=Ins),(N Case=Loc) (NOUN Case=Gen),,,"['(A1, pos, 0.7)', '(A2, pos, 0.7)']","['(A1, A2, pos, 0,7)', '(A1, A3, pos, 0.7)', '(A2, A1, pos, 0.7)', '(A2, A3, pos, 0.7)']","['(A1, +, 0.7)', '(A2, +, 0.7)', '(A3, +, 1)']"
попенять,(NOUN Case=Nom),(NOUN Case=Acc),(NOUN Case=Acc) (NOUN Case=Acc),,,"['(A1, neg, 1)', '(A2, neg, 0.7)']","['(A1, A2, neg, 1)', '(A1, A3, neg, 1)', '(A2, A1, neg, 0.7)']","(A2, -, 1)"
попортить,(NOUN Case=Nom),(NOUN Case=Acc),,,,"(A2, neg, 1)","['(A1, A2, neg, 1)', '(A2, A1, neg, 0.7)', '(author, A1, neg, 1)', '(author, A2, neg, 1)']","(A2, -, 1)"
популяризатор,(NOUN Case=Gen) (PRON Poss=Yes/ADJ) ,,,,,,"['(A0, A1, pos, 1) ', '(author, A0, pos, 1) ', '(author, A1, pos, 1) ']","(A1, pos, 1) "
популяризация,(NOUN Case=Gen) (PRON Poss=Yes/ADJ) (NOUN Case=Ins) ,(NOUN Case=Gen) (PRON Poss=Yes/ADJ) ,,,,,"['(A1, A2, pos, 1) ', '(author, A1, pos, 1) ', '(author, A2, pos, 1) ']","(A2, pos, 1) "
популяризирование,(NOUN Case=Gen) (PRON Poss=Yes/ADJ) (NOUN Case=Ins) ,(NOUN Case=Gen) (PRON Poss=Yes/ADJ) ,,,,,"['(A1, A2, pos, 1) ', '(author, A1, pos, 1) ', '(author, A2, pos, 1) ']","(A2, pos, 1) "
